Year,Minister,Speech,,,,,
2007-08,P. Chidambaram,,,,,,
2007-08,P. Chidambaram,Outlook on Inflation,,,,,
2007-08,P. Chidambaram,,,,,,
2007-08,P. Chidambaram,"8. Until February 2, 2007, bank credit, year on year, had grown by 29.6 per cent. Money supply (M3) had expanded by 21.3 per cent. Foreign exchange reserves stood at US$ 180 billion. While these are concomitant features of high growth, it cannot be denied that these monetary trends have put pressure on prices. Global commodity prices have also exerted pressure on domestic prices. At the same time, supply constraints have emerged in some essential commodities such as wheat, pulses and edible oils. Consequently, average inflation in",,,,,
2007-08,P. Chidambaram,"2006-07 is estimated at between 5.2 and 5.4 per cent, which is higher than 4.4 per cent last year. I wish to reiterate Government's concern over inflation. Government has already taken a number of measures on the fiscal, monetary and supply sides to maintain price stability and, if required, will not hesitate to take more measures. When the UPA Government assumed office in 2004, the inflation graph was on the rise; but we succeeded in moderating inflation and we are confident that we can moderate the present inflationary trend too.",,,,,
2007-08,P. Chidambaram,,,,,,
2007-08,P. Chidambaram,II. BHARAT NIRMAN AND THE FLAGSHIP PROGRAMMES,,,,,
2007-08,P. Chidambaram,,,,,,
2007-08,P. Chidambaram,9. Bharat Nirman remains the cornerstone of the Government's policy. I am glad to report that in the current financial year:,,,,,
2007-08,P. Chidambaram,,,,,,
2007-08,P. Chidambaram,"• Additional irrigation potential of 2,400,000 hectares, including 900,000 hectares under AIBP, will be created;",,,,,
2007-08,P. Chidambaram,,,,,,
2007-08,P. Chidambaram,"• Drinking water has been provided to 55,512 habitations until December 2006 against a target of 73,120 habitations;",,,,,
2007-08,P. Chidambaram,,,,,,
2007-08,P. Chidambaram,"• Until December 2006, 12,198 kilometres of rural roads have been completed. The separate window under RIDF will augment funds for the programme by Rs.4,000 crore a year;",,,,,
2007-08,P. Chidambaram,,,,,,
2007-08,P. Chidambaram,"• 783,000 rural houses have been constructed up to December 2006 and 914,000 houses are under construction, and the annual target of 1,500,000 houses is likely to be exceeded;",,,,,
2007-08,P. Chidambaram,,,,,,
2007-08,P. Chidambaram,"• 19,758 villages have been covered so far under the Rajiv Gandhi Grameen Vidyutikaran Yojana;",,,,,
2007-08,P. Chidambaram,,,,,,
2007-08,P. Chidambaram,"• 15,054 villages have been provided with a telephone against the target of 20,000 villages, and the balance will be covered by the end of the year;",,,,,
2007-08,P. Chidambaram,,,,,,
2007-08,P. Chidambaram,Honourable Members will note that Bharat Nirman continues to make impressive progress.,,,,,
2007-08,P. Chidambaram,,,,,,
2007-08,P. Chidambaram,"10. The eight flagship programmes of the UPA Government will continue to receive high priority. Presently, I shall refer to these programmes in some detail.",,,,,
2007-08,P. Chidambaram,,,,,,
2007-08,P. Chidambaram,III. HERALDING THE ELEVENTH FIVE YEAR PLAN,,,,,
2007-08,P. Chidambaram,,,,,,
2007-08,P. Chidambaram,"11. The year 2007-08 will mark the beginning of the Eleventh Plan. The declared objective is ""Faster and More Inclusive Growth"". I can state with confidence that, on the eve of the Plan, the economy is in a stronger position than ever before. It therefore behoves us to set higher goals. The Approach Paper to the Eleventh Plan states that the Plan ""will aim at putting the economy on a sustainable growth trajectory with a growth rate of approximately 10 per cent by the end of its period."" Among the other objectives of the Plan are growth of 4 per cent in the agriculture sector, faster employment creation, reducing disparities across regions and ensuring access to basic physical infrastructure as well as health and education services to all. I have kept these objectives in mind while allocating resources to various sectors.",,,,,
2007-08,P. Chidambaram,,,,,,
2007-08,P. Chidambaram,Gross Budgetary Support,,,,,
2007-08,P. Chidambaram,,,,,,
2007-08,P. Chidambaram,"12. Notwithstanding some constraints, I propose to increase substantially the Gross Budgetary Support (GBS) for the Plan. In 2006-07, the GBS was fixed at Rs.172,728 crore and, of this, support to the Central Plan was Rs.131,284 crore. GBS for 2007-08 will be increased to Rs.205,100 crore. Out of this, the Central Plan will receive Rs.154,939 crore.",,,,,
2007-08,P. Chidambaram,,,,,,
2007-08,P. Chidambaram,Allocations for Major Sectors,,,,,
2007-08,P. Chidambaram,,,,,,
2007-08,P. Chidambaram,"13. For Bharat Nirman, as against Rs.18,696 crore (including the NER component) in 2006-07, I propose to provide Rs.24,603 crore in 2007-08, which marks an increase of 31.6 per cent.",,,,,
2007-08,P. Chidambaram,,,,,,
2007-08,P. Chidambaram,"14. The education and health sectors will also receive substantial funds. In 2007-08, I propose to enhance the allocation for education by 34.2 per cent to Rs.32,352 crore and for health and family welfare by 21.9 per cent to Rs.15,291 crore.",,,,,
2007-08,P. Chidambaram,,,,,,
2007-08,P. Chidambaram,Sarva Shiksha Abhiyan and Mid-day Meal Scheme,,,,,
2007-08,P. Chidambaram,,,,,,
2007-08,P. Chidambaram,"15. In allocating resources, school education must have primacy. Hence, I propose to increase the allocation for school education by about 35 per cent from Rs.17,133 crore in 2006-07 to Rs.23,142 crore in 2007-08.",,,,,
2007-08,P. Chidambaram,,,,,,
2007-08,P. Chidambaram,"16. Out of this amount, Sarva Shiksha Abhiyan (SSA) will be provided Rs.10,671 crore. Further, I propose to increase the provision for strengthening teachers training institutions from Rs.162 crore to Rs.450 crore. Next year, we will appoint 200,000 more teachers and construct 500,000 more class rooms.",,,,,
2007-08,P. Chidambaram,,,,,,
2007-08,P. Chidambaram,"17. The Mid-day Meal Scheme will be provided Rs.7,324 crore next year. In addition to covering children in primary classes, beginning 2007-08, we propose to cover children in upper primary classes in 3,427 educationally backward blocks.",,,,,
2007-08,P. Chidambaram,,,,,,
2007-08,P. Chidambaram,"18. The transfer to Prarambhik Shiksha Kosh will increase from Rs.8,746 crore to Rs.10,393 crore.",,,,,
2007-08,P. Chidambaram,,,,,,
2007-08,P. Chidambaram,"19. As more students complete upper primary classes, it is necessary to increase access to secondary education. Schemes for this purpose are under formulation, and I propose to double the provision for secondary education from Rs.1,837 crore in 2006-07 to Rs.3,794 crore in 2007-08.",,,,,
2007-08,P. Chidambaram,,,,,,
2007-08,P. Chidambaram,Means-Cum-Merit Scholarships,,,,,
2007-08,P. Chidambaram,,,,,,
2007-08,P. Chidambaram,"20. While the SSA has improved the enrolment ratio in schools to 96 per cent, the drop out ratio continues to be high. The critical year appears to be transition from class VIII to class IX. In order to arrest the drop out ratio and encourage students to continue their education beyond class VIII, I propose to introduce a National Means-cum-Merit Scholarship Scheme. Selection will be made through a national test from among students who have passed class VIII. Each student will be given Rs.6,000 per year for study in classes IX, X, XI and XII. I propose that 100,000 scholarships may be awarded every year. In order to fund this programme, I intend to create a corpus fund of Rs.750 crore this year, and add a like amount to the fund every year over the next three years. Accordingly, a sum of Rs.750 crore will be placed with the State Bank of India, and the yield from the fund will be used for awarding the scholarships.",,,,,
